Date,Open,High,Low,Close,Adj Close,Volume
6/20/17,152.880005,153.839996,152.210007,152.25,152.25,14743900
6/21/17,152.360001,154.080002,151.880005,153.910004,153.910004,15039800
6/22/17,153.009995,154.550003,152.910004,153.399994,153.399994,13005500
6/23/17,152.720001,155.199997,152.649994,155.070007,155.070007,18027000
6/26/17,156.25,156.5,153.199997,153.589996,153.589996,18049700
6/27/17,152.839996,153.309998,150.389999,150.580002,150.580002,19360800
6/28/17,150.919998,153.470001,149.860001,153.240005,153.240005,16719100
6/29/17,152.279999,152.5,148.919998,151.039993,151.039993,23973500
6/30/17,151.899994,151.919998,150.059998,150.979996,150.979996,17666000
7/3/17,151.720001,152.149994,147.800003,148.429993,148.429993,13862700
7/5/17,149,150.850006,148.130005,150.339996,150.339996,14334300
7/6/17,149.029999,150.039993,148,148.820007,148.820007,14951800
7/7/17,149.25,151.990005,149.190002,151.440002,151.440002,13615900
7/10/17,151.690002,153.979996,151.509995,153.5,153.5,13378700
7/11/17,153.369995,155.419998,152.910004,155.270004,155.270004,13667700
7/12/17,156.490005,159.160004,156.199997,158.899994,158.899994,22739400
7/13/17,158.740005,159.779999,158.419998,159.259995,159.259995,13929200
7/14/17,160.130005,160.320007,159.330002,159.970001,159.970001,16371200
7/17/17,160.25,160.779999,158.809998,159.729996,159.729996,12858800
7/18/17,159.660004,163.729996,159.419998,162.860001,162.860001,23722900
7/19/17,163.589996,165.699997,163.169998,164.139999,164.139999,26273600
7/20/17,164.800003,165,162.809998,164.529999,164.529999,18523100
7/21/17,164.160004,165.050003,163.75,164.429993,164.429993,14744000
7/24/17,164.639999,166.169998,164.309998,166,166,17367000
7/25/17,165.009995,165.539993,163.860001,165.279999,165.279999,15383200
7/26/17,166.009995,166.009995,164.100006,165.610001,165.610001,35236900
7/27/17,174.699997,175.490005,167.5,170.440002,170.440002,68910700
7/28/17,169.070007,173.429993,169.050003,172.449997,172.449997,24557600
7/31/17,172,172.720001,168.550003,169.25,169.25,25478900
8/1/17,169.820007,170.470001,169.050003,169.860001,169.860001,14385000
8/2/17,170.300003,170.550003,166.910004,169.300003,169.300003,17433800
8/3/17,169.300003,169.699997,168.25,168.589996,168.589996,10793800
8/4/17,168.970001,170.059998,168.690002,169.619995,169.619995,10777700
8/7/17,169.949997,172.059998,169.660004,171.979996,171.979996,12787800
8/8/17,171.880005,173.050003,170.619995,171.229996,171.229996,14393500
8/9/17,169.979996,171.449997,169.559998,171.179993,171.179993,10815000
8/10/17,170.059998,170.589996,166.850006,167.399994,167.399994,20832700
8/11/17,167.949997,168.820007,166.850006,168.080002,168.080002,13791200
8/14/17,170.089996,171.080002,169.289993,170.75,170.75,12954200
8/15/17,171.490005,171.5,170.009995,171,171,8729200
8/16/17,171.25,171.380005,169.240005,170,170,15779900
8/17/17,169.339996,169.860001,166.850006,166.910004,166.910004,17216000
8/18/17,166.839996,168.669998,166.210007,167.410004,167.410004,15093600
8/21/17,167.160004,168,165.820007,167.779999,167.779999,11907500
8/22/17,168.279999,169.869995,167.149994,169.639999,169.639999,11391000
8/23/17,168.839996,169.360001,168.199997,168.710007,168.710007,9856500
8/24/17,168.880005,169.289993,166.410004,167.740005,167.740005,14030400
8/25/17,167.860001,168.380005,166.179993,166.320007,166.320007,12614500
8/28/17,166.910004,167.699997,166.330002,167.240005,167.240005,8553700
8/29/17,165.25,168.429993,165,168.050003,168.050003,11121000
8/30/17,168.169998,170.179993,167.630005,169.919998,169.919998,11138300
8/31/17,170.399994,172.149994,170.059998,171.970001,171.970001,17226500
9/1/17,172.399994,172.919998,171.309998,172.020004,172.020004,11677600
9/5/17,171.270004,172.389999,169.550003,170.720001,170.720001,13210900
9/6/17,170.910004,172.479996,169.570007,172.089996,172.089996,13906300
9/7/17,171.940002,173.309998,170.270004,173.210007,173.210007,18049500
9/8/17,173.089996,173.490005,170.800003,170.949997,170.949997,10998500
9/11/17,172.399994,173.889999,172.199997,173.509995,173.509995,12372000
9/12/17,173.759995,174,171.75,172.960007,172.960007,11186300
9/13/17,173.009995,173.169998,172.059998,173.050003,173.050003,9119300
9/14/17,172.259995,172.279999,170.5,170.960007,170.960007,15615700
9/15/17,170.880005,172.339996,170.259995,171.639999,171.639999,15660500
9/18/17,171.990005,172.070007,169.339996,170.009995,170.009995,12954000
9/19/17,170.619995,172.559998,170.360001,172.520004,172.520004,13168600
